域,模块,业务对象,操作数,apiinfo_id
PLM,系统建模,自动匹配规则列表,3,1535510493536073730
PLM,系统建模,编码规则,8,1535510493536073731
PLM,系统建模,完整性检查规则,2,1535510493536073749
PLM,系统建模,PLM管理员,1,1535510493552850948
PLM,系统建模,文件类型,2,1535510493552850952
PLM,系统建模,时间轴,2,1535510493552850961
PLM,系统建模,PLM流程模板单据(勿动),6,1535510493552850964
PLM,系统建模,申请单物料字段分组,3,1535510493569628160
PLM,系统建模,物料优选配置,1,1535510493569628167
PLM,系统建模,多组织系统消息通知,2,1535510493569628172
PLM,业务模型(勿动),业务类型_9(Autocad子),3,1535510493569628179
PLM,业务模型(勿动),业务类型_C(业务类型C),2,1535510493569628182
PLM,业务模型(勿动),业务类型_A(业务类型A),5,1535510493586405378
PLM,业务模型(勿动),业务类型_AD(AD),2,1535510493586405385
PLM,业务模型(勿动),业务类型_EBOM2(EBOM2),2,1535510493586405386
PLM,业务模型(勿动),业务类型_8(Autocad父),3,1535510493586405389
PLM,业务模型(勿动),业务类型_B(业务类型B),2,1535510493586405392
PLM,业务模型(勿动),业务类型_7(AUTOCAD),2,1535510493586405396
PLM,业务模型(勿动),业务类型_12(子项目A),10,1535510493586405397
PLM,业务模型(勿动),业务类型_EBOM1(EBOM1),3,1535510493586405398
PLM,业务模型(勿动),业务类型_PBOM(PBOM),4,1535510493603182592
PLM,业务模型(勿动),业务类型_ECR(变更申请单),6,1535510493603182596
PLM,业务模型(勿动),业务类型_SBOM(超级BOM),8,1535510493603182597
PLM,业务模型(勿动),业务类型_ECN(变更单),10,1535510493603182605
PLM,业务模型(勿动),业务类型_EBOM(EBOM),33,1535510493603182607
PLM,业务模型(勿动),业务类型_Product(产品),17,1535510493619959809
PLM,业务模型(勿动),业务类型_Project(项目),3,1535510493619959811
PLM,业务模型(勿动),业务类型_Task(任务),6,1535510493619959812
PLM,业务模型(勿动),业务类型_ProcessPlan(工艺路线),2,1535510493619959813
PLM,业务模型(勿动),业务类型_ApplingForm(物料申请单),11,1535510493619959828
PLM,业务模型(勿动),业务类型_Document(文档),18,1535510493619959829
PLM,业务模型(勿动),业务类型_ProjectRequest(立项申请单),7,1535510493636737025
PLM,业务模型(勿动),业务类型_Material(物料),20,1535510493636737034
PLM,业务模型(勿动),业务类型_SBomRelation(超级BOM组),5,1535510493653514252
PLM,业务模型(勿动),业务类型_Process(工序),1,1535510493653514253
